       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.3000        0.7000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.04034  11.38403   8.90461  1.56670E+00  2.00000E+00  8.56976E+07  9.81864E+07 -1.09734E+17  9.37673E+05 -2.09590E+15  5.95497 -99.00000   1.36743   0.90036   0.15610 -234.88214
2.02   1.04034  11.38403   8.90461  1.56670E+00  2.00000E+00  8.56976E+07  9.81864E+07 -1.09734E+17  9.37673E+05 -2.09590E+15  5.95497 -99.00000   1.36743   0.90036   0.15610 -234.88214
2.04   1.09295  11.38418   8.93782  1.27923E+00  2.00000E+00  3.53235E+07  9.08253E+07 -1.23866E+17  8.28337E+05 -2.25935E+15  5.95497 -99.00000   0.49752   0.60914   0.50000 -234.95122
2.06   1.13378  11.38437   8.85221  1.13872E+00  1.70133E+00  1.77072E+08  2.03814E+08 -9.54329E+16  1.77514E+06 -2.01634E+15  5.95497 -99.00000   0.98931   0.91218   0.10000 -235.02029
2.08   1.16056  11.38464   8.71972  1.09634E+00  9.58606E-01  1.05257E+08  1.14380E+08  5.99089E+15  9.51369E+05 -1.15398E+15  5.95497 -99.00000   1.00890   0.90879   0.10000 -235.08937
2.10   1.17059  11.38499   8.55096  1.15412E+00  1.00000E-01  1.01939E+07  1.02710E+07  1.33301E+17  8.15856E+04 -1.17650E+14  5.95497 -99.00000   1.14546   0.91335   0.10000 -235.15845
2.12   1.16288  11.38543   8.33101  1.35164E+00  1.00000E-01  8.16623E+06  8.21118E+06  1.30956E+17  6.22881E+04 -1.10378E+14  5.95497 -99.00000   1.34424   0.92602   0.10000 -235.22754
2.14   1.17163  11.38582   8.14177  1.46082E+00  1.74052E+00  6.56350E+07  7.80667E+07 -1.09943E+17  5.65543E+05 -1.87202E+15  5.95497 -99.00000   1.22819   0.86635   0.19524 -235.29662
2.16   1.23119  11.38603   8.11738  1.16100E+00  2.00000E+00  4.95643E+07  1.26296E+08 -1.70290E+17  8.73754E+05 -2.35623E+15  5.95497 -99.00000   0.45563   0.64732   0.40947 -235.36569
2.18   1.28885  11.38630   8.17961  9.34736E-01  2.00000E+00  2.74913E+08  3.56522E+08 -1.94471E+17  2.35552E+06 -2.56971E+15  5.95497 -99.00000   0.72077   0.89302   0.10000 -235.43477
2.20   1.31378  11.38676   8.29342  8.97274E-01  2.58979E-01  3.75075E+07  3.87541E+07  1.52619E+17  2.44522E+05 -3.36545E+14  5.95497 -99.00000   0.86841   0.88855   0.10000 -235.50385
2.22   1.29920  11.38748   8.52559  1.07786E+00  1.00000E-01  1.11338E+07  1.12304E+07  1.79245E+17  6.76700E+04 -1.20006E+14  5.95497 -99.00000   1.06858   0.90722   0.10000 -235.57292
2.24   1.25520  11.38847   8.92194  1.63991E+00  1.00000E-01  5.82744E+06  5.85102E+06  1.61972E+17  3.36691E+04 -1.03561E+14  5.95497 -99.00000   1.63331   0.93392   0.10837 -235.64200
2.26   1.25415  11.38943   9.11715  1.99501E+00  2.00000E+00  1.97818E+07  2.64199E+07 -1.79535E+17  1.45188E+05 -1.97324E+15  5.95497 -99.00000   1.49375   0.74937   0.50000 -235.71107
2.28   1.32223  11.39027   8.83916  1.42097E+00  2.00000E+00  1.55122E+08  1.72176E+08 -2.10005E+17  9.03592E+05 -2.20424E+15  5.95497 -99.00000   1.28023   0.92963   0.10000 -235.78015
2.30   1.36916  11.39137   8.54158  1.18766E+00  1.56488E+00  1.54506E+08  1.73786E+08 -1.32165E+17  8.70995E+05 -1.83501E+15  5.95497 -99.00000   1.05590   0.91580   0.10000 -235.84923
2.32   1.39097  11.39273   8.27096  1.17558E+00  8.87371E-01  8.26283E+07  8.87589E+07  2.77094E+16  4.24827E+05 -1.04491E+15  5.95497 -99.00000   1.09438   0.90850   0.10757 -235.91830
2.34   1.41316  11.39422   8.13295  1.18647E+00  1.49658E+00  3.56928E+07  6.42695E+07 -1.28572E+17  2.93769E+05 -1.77117E+15  5.95497 -99.00000   0.65892   0.64749   0.41824 -235.98738
