       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.0000        0.0000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.31713   9.49358   8.68351  1.04221E+00  1.32317E+00  6.97353E+07  1.29210E+08 -6.70752E+16  1.29210E+06 -2.74627E+15  4.00000 -99.00000   0.56249   0.63744   0.37786 -234.81306
2.02   1.33912   9.51439   8.68477  9.61232E-01  9.41918E-01  5.37902E+07  8.77809E+07  1.26812E+16  8.38301E+05 -1.96397E+15  4.00000 -99.00000   0.58902   0.60484   0.37984 -234.88214
2.04   1.35805   9.53458   8.68610  1.02632E+00  9.84747E-01  5.07143E+07  8.02310E+07  3.47856E+15  7.31716E+05 -2.04822E+15  4.00000 -99.00000   0.64874   0.61657   0.39352 -234.95122
2.06   1.37803   9.55436   8.68736  1.03636E+00  9.89402E-01  5.04865E+07  7.91698E+07  2.53076E+15  6.89540E+05 -2.05779E+15  4.00000 -99.00000   0.66089   0.62051   0.39329 -235.02029
2.08   1.39742   9.57396   8.68864  1.02091E+00  9.62898E-01  5.01206E+07  7.84459E+07  9.26438E+15  6.52484E+05 -1.99985E+15  4.00000 -99.00000   0.65228   0.61717   0.39084 -235.08937
2.10   1.41710   9.59358   8.68992  1.04198E+00  1.00570E+00  5.10661E+07  8.02107E+07 -1.48802E+15  6.37136E+05 -2.08723E+15  4.00000 -99.00000   0.66338   0.62354   0.39226 -235.15845
2.12   1.43711   9.61338   8.69118  1.02699E+00  9.84963E-01  5.11348E+07  8.03407E+07  4.11407E+15  6.09446E+05 -2.04424E+15  4.00000 -99.00000   0.65365   0.62096   0.38927 -235.22754
2.14   1.45679   9.63335   8.69247  1.03063E+00  9.98728E-01  5.15623E+07  8.13895E+07  3.64059E+14  5.89615E+05 -2.07126E+15  4.00000 -99.00000   0.65293   0.62182   0.38976 -235.29662
2.16   1.47713   9.65341   8.69372  1.03969E+00  1.01815E+00  5.23588E+07  8.25367E+07 -5.44445E+15  5.71014E+05 -2.11318E+15  4.00000 -99.00000   0.65955   0.62663   0.38819 -235.36569
2.18   1.49708   9.67350   8.69498  1.02247E+00  9.84799E-01  5.14612E+07  8.11542E+07  4.77464E+15  5.36181E+05 -2.04374E+15  4.00000 -99.00000   0.64836   0.62012   0.38841 -235.43477
2.20   1.51710   9.69358   8.69624  1.04197E+00  1.02089E+00  5.20378E+07  8.22641E+07 -6.87199E+15  5.19051E+05 -2.11877E+15  4.00000 -99.00000   0.65912   0.62498   0.39076 -235.50385
2.22   1.53735   9.71361   8.69748  1.02835E+00  9.91946E-01  5.15744E+07  8.11309E+07  2.77571E+15  4.88862E+05 -2.05988E+15  4.00000 -99.00000   0.65372   0.62232   0.38839 -235.57292
2.24   1.55706   9.73362   8.69874  1.03098E+00  9.96034E-01  5.14446E+07  8.10389E+07  1.43027E+15  4.66330E+05 -2.06696E+15  4.00000 -99.00000   0.65448   0.62200   0.38971 -235.64200
2.26   1.57732   9.75361   8.69998  1.04046E+00  1.01377E+00  5.21150E+07  8.18821E+07 -5.20117E+15  4.49976E+05 -2.10502E+15  4.00000 -99.00000   0.66222   0.62689   0.38821 -235.71107
2.28   1.59718   9.77359   8.70123  1.02289E+00  9.79702E-01  5.11663E+07  8.04281E+07  8.02846E+15  4.22093E+05 -2.03362E+15  4.00000 -99.00000   0.65074   0.62014   0.38856 -235.78015
