       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.2000        0.8000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.03489  11.43978   8.92114  1.35600E+00  2.00000E+00  2.16119E+07  4.73788E+07 -5.95517E+16  4.32100E+05 -1.08624E+15  8.29959 -99.00000   0.61854   0.63127   0.50000 -234.65189
2.02   1.01088  11.44014   8.97562  1.22491E+00  2.00000E+00  1.24109E+08  1.43196E+08 -7.42810E+16  1.24719E+06 -1.29392E+15  8.29959 -99.00000   1.06164   0.91836   0.10000 -234.85912
2.04   1.01088  11.44014   8.97562  1.22491E+00  2.00000E+00  1.24109E+08  1.43196E+08 -7.42810E+16  1.24719E+06 -1.29392E+15  8.29959 -99.00000   1.06164   0.91836   0.10000 -234.85912
2.06   1.01088  11.44014   8.97562  1.22491E+00  2.00000E+00  1.24109E+08  1.43196E+08 -7.42810E+16  1.24719E+06 -1.29392E+15  8.29959 -99.00000   1.06164   0.91836   0.10000 -234.85912
2.08   1.03185  11.44032   8.74082  1.15988E+00  9.43898E-01  6.34398E+07  6.82267E+07  4.57966E+15  5.67485E+05 -6.40880E+14  8.29959 -99.00000   1.07851   0.91378   0.10000 -234.95122
2.10   1.02041  11.44065   8.43244  1.27545E+00  1.00000E-01  5.81763E+06  5.85361E+06  7.49292E+16  4.64969E+04 -6.61315E+13  8.29959 -99.00000   1.26761   0.92160   0.10000 -235.04332
2.12   1.02041  11.44065   8.43244  1.27545E+00  1.00000E-01  5.81763E+06  5.85361E+06  7.49292E+16  4.64969E+04 -6.61315E+13  8.29959 -99.00000   1.26761   0.92160   0.10000 -235.04332
2.14   1.01168  11.44163   7.84551  1.38734E+00  2.00000E+00  2.75872E+07  4.49234E+07 -1.02725E+17  3.10794E+05 -1.42136E+15  8.29959 -99.00000   0.85196   0.73231   0.37138 -235.36569
2.16   1.01168  11.44163   7.84551  1.38734E+00  2.00000E+00  2.75872E+07  4.49234E+07 -1.02725E+17  3.10794E+05 -1.42136E+15  8.29959 -99.00000   0.85196   0.73231   0.37138 -235.36569
2.18   1.12852  11.44148   7.90324  9.01295E-01  2.00000E+00  1.97101E+08  2.61478E+08 -1.34439E+17  1.72757E+06 -1.77646E+15  8.29959 -99.00000   0.67939   0.88905   0.10000 -235.43477
2.20   1.16222  11.44176   8.01149  8.38183E-01  1.00000E-01  1.09364E+07  1.10944E+07  1.30755E+17  7.00007E+04 -9.16674E+13  8.29959 -99.00000   0.82625   0.88069   0.10000 -235.50385
2.22   1.10676  11.44253   8.35278  1.12725E+00  1.00000E-01  6.83509E+06  6.88930E+06  1.15082E+17  4.15121E+04 -7.70483E+13  8.29959 -99.00000   1.11838   0.91129   0.10000 -235.57292
2.24   1.10676  11.44253   8.35278  1.12725E+00  1.00000E-01  6.83509E+06  6.88930E+06  1.15082E+17  4.15121E+04 -7.70483E+13  8.29959 -99.00000   1.11838   0.91129   0.10000 -235.57292
2.26   1.13325  11.44497   9.08622  2.00000E+00  2.00000E+00  6.21220E+07  6.53916E+07 -1.03097E+17  3.43180E+05 -1.08212E+15  8.29959 -99.00000   1.90000   0.95000   0.10000 -235.64200
2.28   1.14705  11.44619   8.39574  1.44189E+00  2.00000E+00  9.75307E+07  1.07911E+08 -1.40296E+17  5.40839E+05 -1.40629E+15  8.29959 -99.00000   1.30319   0.93065   0.10000 -235.84923
2.30   1.14705  11.44619   8.39574  1.44189E+00  2.00000E+00  9.75307E+07  1.07911E+08 -1.40296E+17  5.40839E+05 -1.40629E+15  8.29959 -99.00000   1.30319   0.93065   0.10000 -235.84923
2.32   1.17676  11.44729   7.91060  1.35026E+00  6.37368E-01  3.39414E+07  3.51709E+07  5.44781E+16  1.68339E+05 -4.58297E+14  8.29959 -99.00000   1.30306   0.92594   0.10000 -235.91830
2.34   1.19871  11.44851   7.79249  1.38172E+00  2.00000E+00  4.65238E+07  6.08484E+07 -1.58019E+17  2.78131E+05 -1.44457E+15  8.29959 -99.00000   1.05644   0.83736   0.22472 -235.98738
2.36   1.26718  11.44979   7.85699  1.17489E+00  2.00000E+00  1.37472E+08  1.60765E+08 -1.85004E+17  7.01765E+05 -1.61514E+15  8.29959 -99.00000   1.00466   0.91489   0.10000 -236.05646
2.38   1.33422  11.45107   8.12683  9.79115E-01  2.00000E+00  1.83830E+08  2.32291E+08 -2.15884E+17  9.68352E+05 -1.79991E+15  8.29959 -99.00000   0.77485   0.89787   0.10000 -236.12553
2.40   1.36173  11.45266   8.38659  9.67921E-01  1.27192E-01  1.20325E+07  1.21981E+07  2.00749E+17  4.85615E+04 -1.16465E+14  8.29959 -99.00000   0.95478   0.89669   0.10000 -236.19461
2.42   1.34079  11.45460   8.46726  1.20152E+00  1.00000E-01  1.38705E+06  1.43681E+06  1.97258E+17  5.46260E+03 -8.33280E+13  8.29959 -99.00000   1.15990   0.58386   0.50000 -236.26370
2.44   1.30832  11.45662   8.43777  1.57797E+00  1.00000E-01  4.67971E+06  4.69858E+06  1.83046E+17  1.70595E+04 -7.38443E+13  8.29959 -99.00000   1.57163   0.93663   0.10000 -236.33278
2.46   1.36354  11.45803   8.43848  1.41354E+00  2.00000E+00  1.13307E+08  1.25910E+08 -2.30959E+17  4.36578E+05 -1.60164E+15  8.29959 -99.00000   1.27205   0.92926   0.10000 -236.40186
2.48   1.45068  11.45924   8.48331  1.06523E+00  2.00000E+00  1.75496E+08  2.13047E+08 -2.82279E+17  7.05465E+05 -1.86943E+15  8.29959 -99.00000   0.87747   0.90612   0.10000 -236.47093
2.50   1.50159  11.46066   8.50331  9.48372E-01  1.56050E+00  3.31524E+07  2.44297E+08 -1.77894E+17  7.72535E+05 -1.56621E+15  8.29959 -99.00000   0.12870   0.47474   0.49814 -236.54001
2.52   1.51728  11.46225   8.49400  1.00518E+00  1.77600E-01  1.75583E+07  1.78724E+07  2.70624E+17  5.39739E+04 -1.76492E+14  8.29959 -99.00000   0.98751   0.90052   0.10000 -236.60909
2.54   1.51289  11.46386   8.48203  1.18971E+00  1.00000E-01  7.89679E+06  7.95298E+06  2.93179E+17  2.29367E+04 -9.39487E+13  8.29959 -99.00000   1.18130   0.91595   0.10000 -236.67816
2.56   1.50097  11.46539   8.49654  1.47925E+00  1.00000E-01  5.90102E+06  5.92811E+06  2.85241E+17  1.63274E+04 -8.72910E+13  8.29959 -99.00000   1.47249   0.93240   0.10000 -236.74724
2.58   1.50724  11.46673   8.53312  1.66668E+00  1.38834E+00  5.23227E+07  5.60979E+07 -1.24868E+17  1.47552E+05 -1.17419E+15  8.29959 -99.00000   1.55452   0.91921   0.13465 -236.81631
2.60   1.55933  11.46784   8.53973  1.44748E+00  2.00000E+00  2.51641E+07  4.81405E+07 -3.62522E+17  1.20923E+05 -1.82123E+15  8.29959 -99.00000   0.75663   0.65457   0.50000 -236.88539
2.62   1.63186  11.46884   8.51246  1.13137E+00  2.00000E+00  1.81669E+08  2.15312E+08 -4.28405E+17  5.16498E+05 -2.05535E+15  8.29959 -99.00000   0.95459   0.91161   0.10000 -236.95447
2.64   1.67872  11.46991   8.49618  9.95053E-01  1.49478E+00  1.64228E+08  1.93430E+08 -2.36118E+17  4.43122E+05 -1.63415E+15  8.29959 -99.00000   0.84483   0.89950   0.10000 -237.02354
2.66   1.68940  11.47112   8.50259  1.04449E+00  1.00000E-01  1.02448E+07  1.03395E+07  4.40197E+17  2.26204E+04 -1.07005E+14  8.29959 -99.00000   1.03491   0.90426   0.10000 -237.09262
2.68   1.67435  11.47247   8.52913  1.26433E+00  1.00000E-01  6.00246E+06  6.05170E+06  4.25199E+17  1.26438E+04 -9.87074E+13  8.29959 -99.00000   1.25404   0.89713   0.13006 -237.16170
2.70   1.67677  11.47386   8.55432  1.42296E+00  1.61566E+00  3.57528E+07  4.70558E+07 -2.92489E+17  9.38887E+04 -1.53150E+15  8.29959 -99.00000   1.08116   0.78845   0.30103 -237.23077
2.72   1.72966  11.47520   8.54982  1.20603E+00  2.00000E+00  3.39126E+07  1.08525E+08 -5.36613E+17  2.06790E+05 -2.04499E+15  8.29959 -99.00000   0.37687   0.58542   0.50000 -237.29987
2.74   1.77962  11.47669   8.53960  1.02657E+00  1.91786E+00  4.09334E+07  4.54474E+08 -5.52583E+17  8.27007E+05 -2.10105E+15  8.29959 -99.00000   0.09246   0.51294   0.50000 -237.36894
2.76   1.80428  11.47847   8.53645  1.00160E+00  6.03958E-01  1.33545E+07  1.91056E+07  2.52362E+17  3.32017E+04 -6.68790E+14  8.29959 -99.00000   0.70010   0.50080   0.50000 -237.43802
2.78   1.80814  11.48055   8.54418  1.10112E+00  1.00000E-01  2.78079E+06  2.86307E+06  5.78612E+17  4.75152E+03 -1.06695E+14  8.29959 -99.00000   1.06947   0.68355   0.34845 -237.50710
2.80   1.80200  11.48291   8.57033  1.28753E+00  1.00000E-01  3.82170E+06  3.86935E+06  5.70480E+17  6.13251E+03 -1.00461E+14  8.29959 -99.00000   1.27167   0.84143   0.20417 -237.57617
