       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.7000        0.2000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.49015  10.87944   8.85633  1.01959E+00  9.23747E-01  1.63858E+08  1.93202E+08  2.35725E+16  1.93202E+06 -2.85564E+15  2.63073 -99.00000   0.86474   0.83236   0.17093 -234.81306
2.02   1.50972  10.88138   8.86112  1.02115E+00  1.01684E+00  7.84390E+07  1.26988E+08 -5.44422E+15  1.21272E+06 -3.14027E+15  2.63073 -99.00000   0.63076   0.61607   0.39205 -234.88214
2.04   1.53034  10.88336   8.86436  1.01249E+00  1.03654E+00  6.33231E+07  1.28071E+08 -1.23901E+16  1.16803E+06 -3.20569E+15  2.63073 -99.00000   0.50061   0.50617   0.50000 -234.95122
2.06   1.55094  10.88539   8.86613  1.00459E+00  1.02027E+00  6.29071E+07  1.27210E+08 -7.20847E+15  1.10795E+06 -3.15979E+15  2.63073 -99.00000   0.49678   0.50228   0.50000 -235.02029
2.08   1.57106  10.88747   8.86665  1.00187E+00  9.91406E-01  6.13102E+07  1.21130E+08  3.20085E+15  1.00752E+06 -3.07126E+15  2.63073 -99.00000   0.50710   0.50094   0.50000 -235.08937
2.10   1.59062  10.88963   8.86642  1.00687E+00  9.65375E-01  5.93432E+07  1.13277E+08  1.34900E+16  8.99788E+05 -2.98755E+15  2.63073 -99.00000   0.52748   0.50341   0.50000 -235.15845
2.12   1.60996  10.89186   8.86610  1.01624E+00  9.78411E-01  5.94997E+07  1.13051E+08  8.79427E+15  8.57583E+05 -3.02330E+15  2.63073 -99.00000   0.53485   0.50799   0.50000 -235.22754
2.14   1.62996  10.89418   8.86579  1.01684E+00  1.02262E+00  6.21513E+07  1.22954E+08 -9.64895E+15  8.90720E+05 -3.15990E+15  2.63073 -99.00000   0.51400   0.50828   0.50000 -235.29662
2.16   1.65077  10.89662   8.86515  1.00388E+00  1.04756E+00  6.46088E+07  1.34528E+08 -2.12809E+16  9.30707E+05 -3.24298E+15  2.63073 -99.00000   0.48213   0.50193   0.50000 -235.36569
2.18   1.67140  10.89918   8.86644  9.91109E-01  1.01050E+00  3.16092E+08  3.52337E+08 -4.92495E+15  2.32787E+06 -3.13282E+15  2.63073 -99.00000   0.88915   0.89910   0.10000 -235.43477
2.20   1.69115  10.90189   8.87148  9.93572E-01  9.67049E-01  3.01580E+08  3.34331E+08  1.61816E+16  2.10948E+06 -2.99641E+15  2.63073 -99.00000   0.89624   0.89935   0.10000 -235.50385
2.22   1.71042  10.90479   8.87827  1.00904E+00  9.69689E-01  2.15477E+08  2.48071E+08  1.55604E+16  1.49477E+06 -2.99951E+15  2.63073 -99.00000   0.87647   0.86328   0.13796 -235.57292
