       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.0000        0.7000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.28155  11.37895   8.30012  6.75565E-01  1.21219E+00  3.62009E+07  2.46336E+08 -5.60109E+15  2.24661E+06 -2.91824E+14 10.76115 -99.00000   0.09928   0.52459   0.32117 -233.96111
2.02   1.29661  11.37908   8.30388  5.48932E-01  9.23290E-01  3.41488E+07  3.20939E+09  2.19514E+15  2.79526E+07 -2.30117E+14 10.76115 -99.00000   0.00584   0.41179   0.32289 -234.05321
2.04   1.29661  11.37908   8.30388  5.48932E-01  9.23290E-01  3.41488E+07  3.20939E+09  2.19514E+15  2.79526E+07 -2.30117E+14 10.76115 -99.00000   0.00584   0.41179   0.32289 -234.05321
2.06   1.29661  11.37908   8.30388  5.48932E-01  9.23290E-01  3.41488E+07  3.20939E+09  2.19514E+15  2.79526E+07 -2.30117E+14 10.76115 -99.00000   0.00584   0.41179   0.32289 -234.05321
2.08   1.29661  11.37908   8.30388  5.48932E-01  9.23290E-01  3.41488E+07  3.20939E+09  2.19514E+15  2.79526E+07 -2.30117E+14 10.76115 -99.00000   0.00584   0.41179   0.32289 -234.05321
2.10   1.29661  11.37908   8.30388  5.48932E-01  9.23290E-01  3.41488E+07  3.20939E+09  2.19514E+15  2.79526E+07 -2.30117E+14 10.76115 -99.00000   0.00584   0.41179   0.32289 -234.05321
2.12   1.38079  11.37957   8.31672  6.43151E-01  1.06445E+00  3.10871E+07  2.73137E+08 -2.13806E+15  1.97870E+06 -2.55810E+14 10.76115 -99.00000   0.07320   0.46456   0.34437 -234.30650
2.14   1.43501  11.38187   8.32752  3.16274E-01  9.69628E-01  2.46348E+08  8.03672E+09  2.38492E+15  4.41650E+07 -4.18419E+14 10.76115 -99.00000   0.00969   0.68382   0.10000 -235.08937
2.16   1.43501  11.38187   8.32752  3.16274E-01  9.69628E-01  2.46348E+08  8.03672E+09  2.38492E+15  4.41650E+07 -4.18419E+14 10.76115 -99.00000   0.00969   0.68382   0.10000 -235.08937
2.18   1.43501  11.38187   8.32752  3.16274E-01  9.69628E-01  2.46348E+08  8.03672E+09  2.38492E+15  4.41650E+07 -4.18419E+14 10.76115 -99.00000   0.00969   0.68382   0.10000 -235.08937
