       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.8000        0.0000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.56996   9.96494   8.92748  1.00208E+00  9.67687E-01  7.66743E+07  1.39634E+08  1.20046E+16  1.39634E+06 -3.59501E+15  2.22222 -99.00000   0.55025   0.53308   0.46789 -234.81306
2.02   1.58977   9.98325   8.92920  1.00537E+00  1.00601E+00  1.14895E+08  1.69433E+08 -2.33725E+15  1.61807E+06 -3.73574E+15  2.22222 -99.00000   0.68176   0.67832   0.32341 -234.88214
2.04   1.60999  10.00128   8.93144  1.00264E+00  1.01175E+00  1.13410E+08  1.69953E+08 -4.78517E+15  1.54999E+06 -3.75889E+15  2.22222 -99.00000   0.66906   0.67030   0.33057 -234.95122
2.06   1.63016  10.01909   8.93349  9.99577E-01  1.00401E+00  9.99399E+07  1.59995E+08 -1.71014E+15  1.39350E+06 -3.73158E+15  2.22222 -99.00000   0.62438   0.62630   0.37354 -235.02029
2.08   1.65014  10.03674   8.93524  9.98782E-01  9.94359E-01  9.59948E+07  1.55888E+08  2.52040E+15  1.29662E+06 -3.69556E+15  2.22222 -99.00000   0.61504   0.61409   0.38544 -235.08937
2.10   1.66996  10.05429   8.93699  1.00072E+00  9.88495E-01  1.16068E+08  1.68722E+08  5.38095E+15  1.34021E+06 -3.67224E+15  2.22222 -99.00000   0.68842   0.68407   0.31616 -235.15845
2.12   1.68976  10.07183   8.93895  1.00375E+00  9.94547E-01  1.32708E+08  1.82712E+08  2.66924E+15  1.38602E+06 -3.69309E+15  2.22222 -99.00000   0.72904   0.72379   0.27725 -235.22754
2.14   1.70976  10.08940   8.94061  1.00316E+00  1.00474E+00  1.21952E+08  1.75341E+08 -2.42998E+15  1.27023E+06 -3.73092E+15  2.22222 -99.00000   0.69771   0.69599   0.30497 -235.29662
2.16   1.72991  10.10709   8.94188  9.99085E-01  1.00795E+00  1.71982E+08  2.20500E+08 -4.26791E+15  1.52549E+06 -3.74412E+15  2.22222 -99.00000   0.77925   0.78190   0.21790 -235.36569
2.18   1.75001  10.12493   8.94362  9.96967E-01  1.00121E+00  3.37176E+08  3.79476E+08 -6.79882E+14  2.50717E+06 -3.71990E+15  2.22222 -99.00000   0.88584   0.88900   0.11066 -235.43477
