       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.3000        0.0000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.42863   9.73292   8.80696  1.01660E+00  9.99759E-01  2.31379E+08  2.60069E+08  6.46777E+13  2.60069E+06 -2.68241E+15  3.07692 -99.00000   0.90445   0.88782   0.11404 -234.81306
2.02   1.44873   9.75214   8.81333  1.00264E+00  1.02058E+00  7.39031E+07  1.18293E+08 -5.78404E+15  1.12969E+06 -2.73894E+15  3.07692 -99.00000   0.62640   0.63134   0.36963 -234.88214
2.04   1.46950   9.77095   8.81641  1.00940E+00  1.04547E+00  5.56904E+07  1.14365E+08 -1.34040E+16  1.04302E+06 -2.81069E+15  3.07692 -99.00000   0.49153   0.50466   0.50000 -234.95122
2.06   1.49013   9.78947   8.81713  9.97817E-01  1.01185E+00  5.46041E+07  1.11016E+08 -3.66448E+15  9.66913E+05 -2.72425E+15  3.07692 -99.00000   0.49078   0.49891   0.50000 -235.02029
2.08   1.51002   9.80783   8.81620  9.97062E-01  9.81440E-01  5.29897E+07  1.04643E+08  6.00631E+15  8.70385E+05 -2.64170E+15  3.07692 -99.00000   0.50490   0.49853   0.50000 -235.08937
2.10   1.52946   9.82614   8.81411  1.00293E+00  9.62036E-01  2.57857E+08  2.85128E+08  1.28478E+16  2.26485E+06 -2.58612E+15  3.07692 -99.00000   0.90701   0.90029   0.10000 -235.15845
2.12   1.54867   9.84451   8.81156  1.00696E+00  9.68741E-01  1.59149E+08  1.88335E+08  1.10571E+16  1.42867E+06 -2.59942E+15  3.07692 -99.00000   0.85091   0.83892   0.16220 -235.22754
2.14   1.56856   9.86296   8.80935  1.01230E+00  1.02522E+00  5.95045E+07  1.09543E+08 -9.33994E+15  7.93567E+05 -2.75031E+15  3.07692 -99.00000   0.54989   0.54896   0.45658 -235.29662
2.16   1.58957   9.88152   8.80768  9.99053E-01  1.06065E+00  5.70929E+07  1.21819E+08 -2.35720E+16  8.42782E+05 -2.85194E+15  3.07692 -99.00000   0.46823   0.49953   0.50000 -235.36569
2.18   1.61044   9.90019   8.80857  9.87237E-01  1.02179E+00  2.78858E+08  3.11517E+08 -8.88588E+15  2.05817E+06 -2.75299E+15  3.07692 -99.00000   0.88374   0.89871   0.10000 -235.43477
2.20   1.63034   9.91896   8.81418  9.89045E-01  9.66370E-01  2.63189E+08  2.92040E+08  1.43573E+16  1.84265E+06 -2.60306E+15  3.07692 -99.00000   0.89134   0.89889   0.10000 -235.50385
2.22   1.64934   9.93782   8.82319  9.99373E-01  9.46955E-01  2.54650E+08  2.81324E+08  2.36586E+16  1.69514E+06 -2.54490E+15  3.07692 -99.00000   0.90462   0.89994   0.10000 -235.57292
2.24   1.66865   9.95678   8.83022  1.01504E+00  9.89953E-01  7.47874E+07  1.12667E+08  4.68488E+15  6.48332E+05 -2.65625E+15  3.07692 -99.00000   0.67377   0.65527   0.34991 -235.64200
2.26   1.68890   9.97585   8.83317  1.01247E+00  1.02433E+00  5.43233E+07  1.08566E+08 -1.18861E+16  5.96616E+05 -2.75002E+15  3.07692 -99.00000   0.50661   0.50616   0.50000 -235.71107
