       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.6000        0.1000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.49053  10.61644   8.86015  1.01733E+00  9.42226E-01  1.55955E+08  1.87286E+08  1.78757E+16  1.87286E+06 -2.91534E+15  2.64858 -99.00000   0.84714   0.81938   0.18375 -234.81306
2.02   1.51029  10.61982   8.86430  1.01910E+00  1.01827E+00  7.81816E+07  1.27642E+08 -5.91591E+15  1.21897E+06 -3.14889E+15  2.64858 -99.00000   0.62421   0.61219   0.39522 -234.88214
2.04   1.53084  10.62325   8.86717  1.01103E+00  1.03005E+00  6.30909E+07  1.27160E+08 -1.02007E+16  1.15972E+06 -3.18933E+15  2.64858 -99.00000   0.50162   0.50545   0.50000 -234.95122
2.06   1.55132  10.62675   8.86880  1.00468E+00  1.01496E+00  6.26289E+07  1.25955E+08 -5.32288E+15  1.09702E+06 -3.14608E+15  2.64858 -99.00000   0.49956   0.50233   0.50000 -235.02029
2.08   1.57137  10.63033   8.86937  1.00222E+00  9.89684E-01  6.12261E+07  1.20679E+08  3.84495E+15  1.00376E+06 -3.06810E+15  2.64858 -99.00000   0.50847   0.50111   0.50000 -235.08937
2.10   1.59094  10.63403   8.86930  1.00652E+00  9.68333E-01  5.95894E+07  1.14136E+08  1.23463E+16  9.06616E+05 -2.99891E+15  2.64858 -99.00000   0.52550   0.50324   0.50000 -235.15845
2.12   1.61035  10.63785   8.86916  1.01451E+00  9.81092E-01  5.98185E+07  1.14292E+08  7.70899E+15  8.66991E+05 -3.03432E+15  2.64858 -99.00000   0.53098   0.50715   0.50000 -235.22754
2.14   1.63035  10.64180   8.86904  1.01492E+00  1.01938E+00  6.21270E+07  1.22978E+08 -8.27289E+15  8.90898E+05 -3.15270E+15  2.64858 -99.00000   0.51272   0.50735   0.50000 -235.29662
2.16   1.65104  10.64592   8.86862  1.00403E+00  1.04123E+00  6.42501E+07  1.32870E+08 -1.84623E+16  9.19238E+05 -3.22545E+15  2.64858 -99.00000   0.48550   0.50201   0.50000 -235.36569
2.18   1.67160  10.65023   8.86985  9.92981E-01  1.00957E+00  3.15351E+08  3.51323E+08 -4.49261E+15  2.32117E+06 -3.13138E+15  2.64858 -99.00000   0.89131   0.89929   0.10000 -235.43477
2.20   1.69140  10.65474   8.87430  9.95168E-01  9.72092E-01  3.02835E+08  3.35795E+08  1.37129E+16  2.11872E+06 -3.01372E+15  2.64858 -99.00000   0.89749   0.89951   0.10000 -235.50385
2.22   1.71077  10.65948   8.88025  1.00840E+00  9.74186E-01  2.01136E+08  2.34547E+08  1.32626E+16  1.41328E+06 -3.01588E+15  2.64858 -99.00000   0.86476   0.85255   0.14869 -235.57292
2.24   1.73053  10.66449   8.88444  1.01702E+00  1.00223E+00  7.14583E+07  1.21829E+08 -1.20016E+15  7.01055E+05 -3.10096E+15  2.64858 -99.00000   0.59652   0.58045   0.42669 -235.64200
2.26   1.75080  10.66978   8.88690  1.01507E+00  1.01985E+00  6.22113E+07  1.23166E+08 -1.11818E+16  6.76849E+05 -3.15743E+15  2.64858 -99.00000   0.51271   0.50742   0.50000 -235.71107
2.28   1.77111  10.67537   8.88769  1.00888E+00  1.00879E+00  6.19587E+07  1.22825E+08 -5.18915E+15  6.44594E+05 -3.12545E+15  2.64858 -99.00000   0.50893   0.50440   0.50000 -235.78015
2.30   1.79112  10.68127   8.88594  1.00741E+00  9.93097E-01  3.05428E+08  3.38557E+08  4.26715E+15  1.69680E+06 -3.07691E+15  2.64858 -99.00000   0.90883   0.90074   0.10000 -235.84923
2.32   1.81099  10.68747   8.88312  1.01008E+00  9.98346E-01  8.23854E+07  1.29457E+08  1.07050E+15  6.19622E+05 -3.09222E+15  2.64858 -99.00000   0.64280   0.63212   0.37159 -235.91830
2.34   1.83116  10.69396   8.88348  1.00932E+00  1.01929E+00  3.12914E+08  3.47703E+08 -1.30751E+16  1.58931E+06 -3.15831E+15  2.64858 -99.00000   0.90834   0.90092   0.10000 -235.98738
2.36   1.85172  10.70075   8.88736  1.00298E+00  1.03205E+00  3.19250E+08  3.55746E+08 -2.27795E+16  1.55289E+06 -3.20203E+15  2.64858 -99.00000   0.90009   0.90030   0.10000 -236.05646
2.38   1.87219  10.70782   8.89153  9.97118E-01  1.01126E+00  3.14996E+08  3.50662E+08 -8.38810E+15  1.46180E+06 -3.14088E+15  2.64858 -99.00000   0.89570   0.89971   0.10000 -236.12553
