       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.0000        0.8000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.24029  11.43603   8.17752  6.17988E-01  1.30078E+00  3.35879E+07  4.96406E+08 -3.30018E+15  4.96406E+06 -1.42723E+14 14.18684 -99.00000   0.04181   0.55705   0.27373 -233.43152
2.02   1.24029  11.43603   8.17752  6.17988E-01  1.30078E+00  3.35879E+07  4.96406E+08 -3.30018E+15  4.96406E+06 -1.42723E+14 14.18684 -99.00000   0.04181   0.55705   0.27373 -233.43152
2.04   1.24029  11.43603   8.17752  6.17988E-01  1.30078E+00  3.35879E+07  4.96406E+08 -3.30018E+15  4.96406E+06 -1.42723E+14 14.18684 -99.00000   0.04181   0.55705   0.27373 -233.43152
2.06   1.33986  11.43640   8.19984  6.19899E-01  1.03179E+00  2.68932E+07  9.78553E+07 -4.38714E+14  7.77292E+05 -1.13098E+14 14.18684 -99.00000   0.17036   0.56432   0.27008 -233.77690
2.08   1.35338  11.43651   8.20467  5.40885E-01  9.21548E-01  2.58689E+07  2.96261E+08  1.16945E+15  2.24737E+06 -1.04206E+14 14.18684 -99.00000   0.04723   0.46432   0.28974 -233.86900
2.10   1.35338  11.43651   8.20467  5.40885E-01  9.21548E-01  2.58689E+07  2.96261E+08  1.16945E+15  2.24737E+06 -1.04206E+14 14.18684 -99.00000   0.04723   0.46432   0.28974 -233.86900
2.12   1.42833  11.43798   8.21936  3.22654E-01  9.22908E-01  1.46135E+08  1.28768E+09  2.26642E+15  7.40981E+06 -1.56131E+14 14.18684 -99.00000   0.03662   0.69007   0.10000 -234.53676
2.14   1.42833  11.43798   8.21936  3.22654E-01  9.22908E-01  1.46135E+08  1.28768E+09  2.26642E+15  7.40981E+06 -1.56131E+14 14.18684 -99.00000   0.03662   0.69007   0.10000 -234.53676
2.16   1.42833  11.43798   8.21936  3.22654E-01  9.22908E-01  1.46135E+08  1.28768E+09  2.26642E+15  7.40981E+06 -1.56131E+14 14.18684 -99.00000   0.03662   0.69007   0.10000 -234.53676
2.18   1.42833  11.43798   8.21936  3.22654E-01  9.22908E-01  1.46135E+08  1.28768E+09  2.26642E+15  7.40981E+06 -1.56131E+14 14.18684 -99.00000   0.03662   0.69007   0.10000 -234.53676
