       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.0000        0.4000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.25376  11.13988   8.52314  7.10043E-01  7.19014E-01  3.41039E+07  7.37782E+07  2.52609E+16  7.37782E+05 -6.46402E+14  6.24049 -99.00000   0.32822   0.46896   0.37706 -234.46768
2.02   1.25376  11.13988   8.52314  7.10043E-01  7.19014E-01  3.41039E+07  7.37782E+07  2.52609E+16  7.37782E+05 -6.46402E+14  6.24049 -99.00000   0.32822   0.46896   0.37706 -234.46768
2.04   1.32908  11.14076   8.52808  8.39660E-01  9.41790E-01  3.90371E+07  7.53864E+07  5.67655E+15  6.56588E+05 -7.99904E+14  6.24049 -99.00000   0.43480   0.57011   0.36096 -234.62886
2.06   1.34088  11.14112   8.53048  8.15066E-01  1.05256E+00  4.35132E+07  1.06956E+08 -5.51533E+15  8.89624E+05 -9.18604E+14  6.24049 -99.00000   0.33159   0.54067   0.37438 -234.72096
2.08   1.35371  11.14150   8.53286  7.13523E-01  9.71341E-01  4.44336E+07  1.72358E+08  3.24317E+15  1.36909E+06 -8.73142E+14  6.24049 -99.00000   0.18395   0.45480   0.38901 -234.81306
2.10   1.36577  11.14191   8.53528  6.49549E-01  9.46703E-01  4.48519E+07  6.42712E+08  6.49338E+15  4.87547E+06 -8.74955E+14  6.24049 -99.00000   0.04533   0.36176   0.41457 -234.90517
2.12   1.36577  11.14191   8.53528  6.49549E-01  9.46703E-01  4.48519E+07  6.42712E+08  6.49338E+15  4.87547E+06 -8.74955E+14  6.24049 -99.00000   0.04533   0.36176   0.41457 -234.90517
2.14   1.36577  11.14191   8.53528  6.49549E-01  9.46703E-01  4.48519E+07  6.42712E+08  6.49338E+15  4.87547E+06 -8.74955E+14  6.24049 -99.00000   0.04533   0.36176   0.41457 -234.90517
2.16   1.44054  11.14319   8.53941  8.05674E-01  1.05979E+00  3.74263E+07  1.35270E+08 -7.89236E+15  8.93718E+05 -9.24198E+14  6.24049 -99.00000   0.22291   0.45012   0.44302 -235.06635
2.18   1.45370  11.14377   8.54110  7.13215E-01  9.88823E-01  3.52066E+07  1.25559E+09  1.59222E+15  7.92223E+06 -8.88821E+14  6.24049 -99.00000   0.02000   0.29895   0.50000 -235.15845
2.20   1.45370  11.14377   8.54110  7.13215E-01  9.88823E-01  3.52066E+07  1.25559E+09  1.59222E+15  7.92223E+06 -8.88821E+14  6.24049 -99.00000   0.02000   0.29895   0.50000 -235.15845
2.22   1.45370  11.14377   8.54110  7.13215E-01  9.88823E-01  3.52066E+07  1.25559E+09  1.59222E+15  7.92223E+06 -8.88821E+14  6.24049 -99.00000   0.02000   0.29895   0.50000 -235.15845
2.24   1.52900  11.14603   8.54188  8.35344E-01  9.82618E-01  2.95492E+07  9.98565E+07  2.68589E+15  5.48752E+05 -8.34415E+14  6.24049 -99.00000   0.24719   0.40144   0.50000 -235.31964
2.26   1.54141  11.14715   8.54196  8.11858E-01  1.07965E+00  3.35929E+07  1.85615E+08 -1.32621E+16  9.74119E+05 -9.43404E+14  6.24049 -99.00000   0.14693   0.38413   0.50000 -235.41174
2.28   1.55493  11.14843   8.54183  7.22559E-01  1.01494E+00  3.57711E+07  1.27731E+09 -2.68724E+15  6.40171E+06 -9.14903E+14  6.24049 -99.00000   0.02024   0.30802   0.50000 -235.50385
2.30   1.55493  11.14843   8.54183  7.22559E-01  1.01494E+00  3.57711E+07  1.27731E+09 -2.68724E+15  6.40171E+06 -9.14903E+14  6.24049 -99.00000   0.02024   0.30802   0.50000 -235.50385
2.32   1.55493  11.14843   8.54183  7.22559E-01  1.01494E+00  3.57711E+07  1.27731E+09 -2.68724E+15  6.40171E+06 -9.14903E+14  6.24049 -99.00000   0.02024   0.30802   0.50000 -235.50385
2.34   1.63418  11.15289   8.54083  8.75704E-01  1.07967E+00  3.13433E+07  1.05874E+08 -1.56844E+16  4.62157E+05 -9.27837E+14  6.24049 -99.00000   0.25925   0.42903   0.50000 -235.66502
2.36   1.64797  11.15467   8.54229  8.53544E-01  1.14792E+00  4.02979E+07  1.23715E+08 -3.14772E+16  5.15732E+05 -1.01831E+15  6.24049 -99.00000   0.27803   0.49864   0.42793 -235.75713
2.38   1.66198  11.15653   8.54433  7.71422E-01  1.05489E+00  4.83630E+07  1.37651E+08 -1.26332E+16  5.47999E+05 -9.66482E+14  6.24049 -99.00000   0.27103   0.52565   0.36592 -235.84923
2.40   1.67536  11.15846   8.54691  7.40029E-01  1.07014E+00  5.60530E+07  1.63662E+08 -1.74317E+16  6.22224E+05 -1.01112E+15  6.24049 -99.00000   0.25345   0.54532   0.33648 -235.94133
2.42   1.69042  11.16044   8.54979  7.18205E-01  1.14324E+00  6.58365E+07  2.24774E+08 -3.85903E+16  8.16105E+05 -1.11829E+15  6.24049 -99.00000   0.21036   0.55579   0.31904 -236.03343
2.44   1.70541  11.16247   8.55302  6.38112E-01  1.02892E+00  6.98777E+07  3.15184E+08 -8.44462E+15  1.09286E+06 -1.04182E+15  6.24049 -99.00000   0.14147   0.51732   0.30800 -236.12553
2.46   1.70541  11.16247   8.55302  6.38112E-01  1.02892E+00  6.98777E+07  3.15184E+08 -8.44462E+15  1.09286E+06 -1.04182E+15  6.24049 -99.00000   0.14147   0.51732   0.30800 -236.12553
2.48   1.71996  11.16454   8.55653  6.21934E-01  1.08657E+00  7.73320E+07  5.37059E+08 -2.73722E+16  1.77837E+06 -1.13767E+15  6.24049 -99.00000   0.08955   0.51003   0.30473 -236.21765
2.50   1.73652  11.16660   8.56006  6.00691E-01  1.14506E+00  8.63880E+07  2.10146E+09 -4.98951E+16  6.64539E+06 -1.24552E+15  6.24049 -99.00000   0.02469   0.49697   0.30217 -236.30975
2.52   1.73652  11.16660   8.56006  6.00691E-01  1.14506E+00  8.63880E+07  2.10146E+09 -4.98951E+16  6.64539E+06 -1.24552E+15  6.24049 -99.00000   0.02469   0.49697   0.30217 -236.30975
2.54   1.81593  11.17244   8.56876  7.34404E-01  1.05957E+00  7.24626E+07  1.55798E+08 -2.24353E+16  4.29104E+05 -1.09915E+15  6.24049 -99.00000   0.34158   0.62926   0.27228 -236.47093
2.56   1.81593  11.17244   8.56876  7.34404E-01  1.05957E+00  7.24626E+07  1.55798E+08 -2.24353E+16  4.29104E+05 -1.09915E+15  6.24049 -99.00000   0.34158   0.62926   0.27228 -236.47093
2.58   1.83031  11.17424   8.57191  7.28800E-01  1.12545E+00  6.82717E+07  2.02021E+08 -5.11415E+16  5.31369E+05 -1.20680E+15  6.24049 -99.00000   0.24629   0.57128   0.31245 -236.56303
2.60   1.84574  11.17594   8.57458  6.75801E-01  1.08260E+00  6.32148E+07  3.95683E+08 -3.65347E+16  9.93912E+05 -1.20285E+15  6.24049 -99.00000   0.10797   0.47549   0.35447 -236.65514
2.62   1.84574  11.17594   8.57458  6.75801E-01  1.08260E+00  6.32148E+07  3.95683E+08 -3.65347E+16  9.93912E+05 -1.20285E+15  6.24049 -99.00000   0.10797   0.47549   0.35447 -236.65514
2.64   1.92280  11.18076   8.57909  7.98380E-01  9.87467E-01  4.34701E+07  1.12147E+08  6.03751E+15  2.45350E+05 -1.04069E+15  6.24049 -99.00000   0.30947   0.50488   0.39529 -236.81631
2.66   1.92280  11.18076   8.57909  7.98380E-01  9.87467E-01  4.34701E+07  1.12147E+08  6.03751E+15  2.45350E+05 -1.04069E+15  6.24049 -99.00000   0.30947   0.50488   0.39529 -236.81631
2.68   1.93539  11.18248   8.58091  7.78324E-01  1.06648E+00  4.35990E+07  1.92300E+08 -3.45197E+16  4.01771E+05 -1.15702E+15  6.24049 -99.00000   0.17647   0.43566   0.43924 -236.90842
2.70   1.94914  11.18430   8.58254  7.02206E-01  1.01755E+00  4.23396E+07  9.72983E+09 -9.84817E+15  1.94136E+07 -1.13944E+15  6.24049 -99.00000   0.00306   0.31291   0.48248 -237.00052
2.72   1.94914  11.18430   8.58254  7.02206E-01  1.01755E+00  4.23396E+07  9.72983E+09 -9.84817E+15  1.94136E+07 -1.13944E+15  6.24049 -99.00000   0.00306   0.31291   0.48248 -237.00052
2.74   2.02473  11.19059   8.58466  8.14626E-01  9.83145E-01  3.36836E+07  1.29926E+08  1.02676E+16  2.25786E+05 -1.04075E+15  6.24049 -99.00000   0.21119   0.38622   0.50000 -237.16170
2.76   2.02473  11.19059   8.58466  8.14626E-01  9.83145E-01  3.36836E+07  1.29926E+08  1.02676E+16  2.25786E+05 -1.04075E+15  6.24049 -99.00000   0.21119   0.38622   0.50000 -237.16170
2.78   2.03724  11.19315   8.58571  7.94128E-01  1.07589E+00  3.80321E+07  2.58745E+08 -4.98208E+16  4.29409E+05 -1.17223E+15  6.24049 -99.00000   0.11673   0.37038   0.50000 -237.25381
2.80   2.03724  11.19315   8.58571  7.94128E-01  1.07589E+00  3.80321E+07  2.58745E+08 -4.98208E+16  4.29409E+05 -1.17223E+15  6.24049 -99.00000   0.11673   0.37038   0.50000 -237.25381
2.82   2.11693  11.20204   8.58684  8.86286E-01  1.04237E+00  3.29917E+07  9.80450E+07 -3.04774E+16  1.41718E+05 -1.08380E+15  6.24049 -99.00000   0.29823   0.43585   0.50000 -237.41499
2.84   2.12882  11.20553   8.58816  8.47297E-01  1.03187E+00  3.72661E+07  1.10150E+08 -2.46714E+16  1.52049E+05 -1.10266E+15  6.24049 -99.00000   0.28666   0.45668   0.46036 -237.50710
2.86   2.12882  11.20553   8.58816  8.47297E-01  1.03187E+00  3.72661E+07  1.10150E+08 -2.46714E+16  1.52049E+05 -1.10266E+15  6.24049 -99.00000   0.28666   0.45668   0.46036 -237.50710
2.88   2.14196  11.20925   8.58969  8.30575E-01  1.11660E+00  4.55069E+07  1.41537E+08 -9.74202E+16  1.86582E+05 -1.22986E+15  6.24049 -99.00000   0.26705   0.49532   0.41918 -237.59920
2.90   2.15589  11.21320   8.59147  7.49886E-01  1.04462E+00  5.07031E+07  1.88324E+08 -4.03065E+16  2.37085E+05 -1.18807E+15  6.24049 -99.00000   0.20189   0.47541   0.39338 -237.69130
2.92   2.16907  11.21737   8.59352  7.04131E-01  1.03030E+00  5.46684E+07  2.76433E+08 -2.95514E+16  3.32346E+05 -1.20791E+15  6.24049 -99.00000   0.13925   0.45174   0.38605 -237.78340
2.94   2.18374  11.22177   8.59567  6.90030E-01  1.12553E+00  6.22361E+07  6.43243E+08 -1.32582E+17  7.38542E+05 -1.36488E+15  6.24049 -99.00000   0.06676   0.44625   0.38211 -237.87550
2.96   2.18374  11.22177   8.59567  6.90030E-01  1.12553E+00  6.22361E+07  6.43243E+08 -1.32582E+17  7.38542E+05 -1.36488E+15  6.24049 -99.00000   0.06676   0.44625   0.38211 -237.87550
2.98   2.24987  11.23102   8.59843  8.76305E-01  1.12747E+00  6.25482E+07  1.10983E+08 -1.36547E+17  1.16213E+05 -1.26467E+15  6.24049 -91.59157   0.49387   0.66080   0.29724 -220.88603
3.00   2.26329  11.23606   8.60095  8.01398E-01  1.04565E+00  6.31915E+07  1.23814E+08 -5.28163E+16  1.23814E+05 -1.20971E+15  6.24049 -69.07890   0.40901   0.62475   0.30073 -169.14079
3.02   2.27624  11.24122   8.60355  7.72369E-01  1.06299E+00  6.47180E+07  1.45644E+08 -7.86146E+16  1.39089E+05 -1.26697E+15  6.24049 -46.54850   0.34321   0.59627   0.31183 -117.35474
3.04   2.29069  11.24642   8.60608  7.46974E-01  1.12257E+00  6.83364E+07  1.98347E+08 -1.65607E+17  1.80894E+05 -1.38327E+15  6.24049 -28.78200   0.25735   0.56384   0.32580  -76.53798
3.06   2.30501  11.25160   8.60859  6.65023E-01  1.00871E+00  6.57346E+07  3.09305E+08 -1.27324E+16  2.69394E+05 -1.28462E+15  6.24049 -20.34883   0.14133   0.48083   0.34526  -57.21199
