       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.2000        0.7000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.13724  11.38192   8.48247  5.25083E-01  7.49119E-01  1.55439E+08  2.13429E+08  2.17124E+16  2.13429E+06 -6.48320E+14  6.99658 -99.00000   0.38242   0.80955   0.10000 -234.58281
2.02   1.13724  11.38192   8.48247  5.25083E-01  7.49119E-01  1.55439E+08  2.13429E+08  2.17124E+16  2.13429E+06 -6.48320E+14  6.99658 -99.00000   0.38242   0.80955   0.10000 -234.58281
2.04   1.19413  11.38259   8.65034  4.35129E-01  1.03115E+00  2.74685E+08  6.03189E+08 -3.52875E+15  5.25356E+06 -1.01731E+15  6.99658 -99.00000   0.19815   0.77018   0.10000 -234.85912
2.06   1.19122  11.38291   8.59821  2.86639E-01  8.07774E-01  3.55776E+08  2.11116E+10  2.85124E+16  1.75598E+08 -9.96581E+14  6.99658 -99.00000   0.00483   0.65113   0.10000 -235.06635
2.08   1.19122  11.38291   8.59821  2.86639E-01  8.07774E-01  3.55776E+08  2.11116E+10  2.85124E+16  1.75598E+08 -9.96581E+14  6.99658 -99.00000   0.00483   0.65113   0.10000 -235.06635
2.10   1.20484  11.38318   8.48768  3.07771E-01  9.22654E-01  3.81635E+08  1.47104E+10  1.23959E+16  1.16849E+08 -1.17456E+15  6.99658 -99.00000   0.00798   0.67508   0.10000 -235.15845
2.12   1.23664  11.38339   8.37771  3.34778E-01  7.73625E-01  2.75687E+08  8.90083E+08  3.24690E+16  6.75197E+06 -8.41729E+14  6.99658 -99.00000   0.10369   0.70129   0.10000 -235.13542
2.14   1.23664  11.38339   8.37771  3.34778E-01  7.73625E-01  2.75687E+08  8.90083E+08  3.24690E+16  6.75197E+06 -8.41729E+14  6.99658 -99.00000   0.10369   0.70129   0.10000 -235.13542
2.16   1.31593  11.38426   8.26742  4.80341E-01  1.32651E+00  3.28917E+08  7.73787E+08 -5.12651E+16  5.11236E+06 -1.37605E+15  6.99658 -99.00000   0.20418   0.79181   0.10000 -235.29662
2.18   1.31323  11.38476   8.31062  3.57988E-01  9.23061E-01  3.34649E+08  1.19632E+09  1.58260E+16  7.54824E+06 -1.19800E+15  6.99658 -99.00000   0.10014   0.72066   0.10000 -235.50385
2.20   1.31323  11.38476   8.31062  3.57988E-01  9.23061E-01  3.34649E+08  1.19632E+09  1.58260E+16  7.54824E+06 -1.19800E+15  6.99658 -99.00000   0.10014   0.72066   0.10000 -235.50385
2.22   1.32855  11.38528   8.47698  3.02615E-01  6.27096E-01  2.66069E+08  8.44085E+08  7.94598E+16  5.08612E+06 -8.05165E+14  6.99658 -99.00000   0.09539   0.66955   0.10000 -235.57292
2.24   1.34883  11.38591   8.66976  3.00497E-01  6.72643E-01  2.00969E+08  3.89279E+10  6.36584E+16  2.24007E+08 -7.52695E+14  6.99658 -99.00000   0.00155   0.55557   0.13355 -235.57292
2.26   1.34883  11.38591   8.66976  3.00497E-01  6.72643E-01  2.00969E+08  3.89279E+10  6.36584E+16  2.24007E+08 -7.52695E+14  6.99658 -99.00000   0.00155   0.55557   0.13355 -235.57292
2.28   1.40321  11.38757   8.63387  3.88824E-01  1.13006E+00  3.36165E+08  1.33118E+09 -2.49652E+16  6.98615E+06 -1.13843E+15  6.99658 -99.00000   0.09819   0.74281   0.10000 -235.64200
2.30   1.42361  11.38868   8.48361  4.39000E-01  1.27052E+00  3.42868E+08  1.00622E+09 -5.69907E+16  5.04305E+06 -1.34150E+15  6.99658 -99.00000   0.14959   0.77221   0.10000 -235.73410
2.32   1.44129  11.38995   8.33309  3.63078E-01  9.09544E-01  2.81865E+08  1.08175E+09  2.07840E+16  5.17758E+06 -1.00027E+15  6.99658 -99.00000   0.09460   0.70483   0.10717 -235.82620
2.34   1.47899  11.39287   8.28314  3.87211E-01  1.39598E+00  4.52823E+08  6.57009E+09 -1.08811E+17  2.86795E+07 -1.67446E+15  6.99658 -99.00000   0.02669   0.74174   0.10000 -236.01041
2.36   1.47899  11.39287   8.28314  3.87211E-01  1.39598E+00  4.52823E+08  6.57009E+09 -1.08811E+17  2.86795E+07 -1.67446E+15  6.99658 -99.00000   0.02669   0.74174   0.10000 -236.01041
