       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.1000        0.7000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.13392  11.38055   8.40438  3.03510E-01  9.00178E-01  3.20685E+08  1.40633E+10  8.57335E+15  1.40633E+08 -7.73128E+14  8.47983 -99.00000   0.00692   0.67052   0.10000 -234.58281
2.02   1.13392  11.38055   8.40438  3.03510E-01  9.00178E-01  3.20685E+08  1.40633E+10  8.57335E+15  1.40633E+08 -7.73128E+14  8.47983 -99.00000   0.00692   0.67052   0.10000 -234.58281
2.04   1.20353  11.38100   8.50680  3.06317E-01  8.47439E-01  2.92059E+08  3.01599E+09  1.40274E+16  2.62682E+07 -6.78643E+14  8.47983 -99.00000   0.02966   0.67354   0.10000 -234.74399
2.06   1.20353  11.38100   8.50680  3.06317E-01  8.47439E-01  2.92059E+08  3.01599E+09  1.40274E+16  2.62682E+07 -6.78643E+14  8.47983 -99.00000   0.02966   0.67354   0.10000 -234.74399
2.08   1.21814  11.38120   8.46748  3.25440E-01  1.00281E+00  3.28762E+08  6.18424E+09 -2.79579E+14  5.14383E+07 -8.30525E+14  8.47983 -99.00000   0.01730   0.69272   0.10000 -234.83609
2.10   1.21814  11.38120   8.46748  3.25440E-01  1.00281E+00  3.28762E+08  6.18424E+09 -2.79579E+14  5.14383E+07 -8.30525E+14  8.47983 -99.00000   0.01730   0.69272   0.10000 -234.83609
2.12   1.26627  11.38155   8.35993  3.43259E-01  7.98953E-01  2.36139E+08  7.33521E+08  1.94789E+16  5.56433E+06 -5.87204E+14  8.47983 -99.00000   0.11050   0.70867   0.10000 -234.90517
2.14   1.32125  11.38230   8.30430  3.40597E-01  1.15027E+00  3.62917E+08  4.29694E+10 -1.89719E+16  2.83896E+08 -9.59507E+14  8.47983 -99.00000   0.00288   0.70640   0.10000 -235.18149
2.16   1.32125  11.38230   8.30430  3.40597E-01  1.15027E+00  3.62917E+08  4.29694E+10 -1.89719E+16  2.83896E+08 -9.59507E+14  8.47983 -99.00000   0.00288   0.70640   0.10000 -235.18149
2.18   1.32125  11.38230   8.30430  3.40597E-01  1.15027E+00  3.62917E+08  4.29694E+10 -1.89719E+16  2.83896E+08 -9.59507E+14  8.47983 -99.00000   0.00288   0.70640   0.10000 -235.18149
