       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.6000        0.0000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.51899   9.88634   8.88557  1.00993E+00  9.65735E-01  1.11922E+08  1.52742E+08  1.13197E+16  1.52742E+06 -3.19039E+15  2.50000 -99.00000   0.74003   0.72052   0.28225 -234.81306
2.02   1.53885   9.90490   8.88814  1.01084E+00  1.01203E+00  8.40487E+07  1.37702E+08 -4.16031E+15  1.31504E+06 -3.34231E+15  2.50000 -99.00000   0.61699   0.61082   0.39340 -234.88214
2.04   1.55922   9.92315   8.89048  1.00682E+00  1.01976E+00  7.19878E+07  1.35275E+08 -7.15997E+15  1.23372E+06 -3.37065E+15  2.50000 -99.00000   0.53579   0.53809   0.46505 -234.95122
2.06   1.57951   9.94116   8.89226  1.00221E+00  1.00726E+00  6.64842E+07  1.33344E+08 -2.75588E+15  1.16138E+06 -3.33156E+15  2.50000 -99.00000   0.49969   0.50110   0.50000 -235.02029
2.08   1.59948   9.95901   8.89344  1.00071E+00  9.90137E-01  6.54481E+07  1.29439E+08  3.92200E+15  1.07663E+06 -3.27471E+15  2.50000 -99.00000   0.50599   0.50035   0.50000 -235.08937
2.10   1.61915   9.97678   8.89432  1.00382E+00  9.78251E-01  6.47986E+07  1.25219E+08  9.04868E+15  9.94651E+05 -3.23295E+15  2.50000 -99.00000   0.51946   0.50487   0.49702 -235.15845
2.12   1.63877   9.99455   8.89530  1.00902E+00  9.88229E-01  1.52125E+08  1.91676E+08  5.12352E+15  1.45401E+06 -3.26304E+15  2.50000 -99.00000   0.80082   0.78932   0.21258 -235.22754
2.14   1.65877  10.01237   8.89617  1.00916E+00  1.01215E+00  3.31170E+08  3.67716E+08 -5.53819E+15  2.66387E+06 -3.34205E+15  2.50000 -99.00000   0.90887   0.90091   0.10000 -235.29662
2.16   1.67918  10.03031   8.89662  1.00166E+00  1.02310E+00  6.75156E+07  1.37746E+08 -1.10360E+16  9.52968E+05 -3.38140E+15  2.50000 -99.00000   0.49096   0.50083   0.50000 -235.36569
2.18   1.69947  10.04838   8.89798  9.95086E-01  1.00396E+00  3.33676E+08  3.71325E+08 -1.98245E+15  2.45332E+06 -3.32036E+15  2.50000 -99.00000   0.89419   0.89951   0.10000 -235.43477
2.20   1.71935  10.06660   8.90111  9.97519E-01  9.85321E-01  3.26590E+08  3.62484E+08  7.69204E+15  2.28712E+06 -3.25779E+15  2.50000 -99.00000   0.89874   0.89975   0.10000 -235.50385
2.22   1.73905  10.08495   8.90471  1.00578E+00  9.89095E-01  1.39539E+08  1.80674E+08  5.97941E+15  1.08867E+06 -3.26801E+15  2.50000 -99.00000   0.77679   0.76848   0.23286 -235.57292
2.24   1.75898  10.10346   8.90735  1.01032E+00  1.00409E+00  7.71037E+07  1.32678E+08 -2.34973E+15  7.63481E+05 -3.31706E+15  2.50000 -99.00000   0.58713   0.57854   0.42581 -235.64200
2.26   1.77915  10.12215   8.90958  1.00808E+00  1.00990E+00  7.22277E+07  1.32656E+08 -5.95460E+15  7.29000E+05 -3.33756E+15  2.50000 -99.00000   0.54887   0.54529   0.45838 -235.71107
2.28   1.79927  10.14101   8.91111  1.00450E+00  1.00106E+00  6.58886E+07  1.30746E+08 -6.67520E+14  6.86166E+05 -3.30925E+15  2.50000 -99.00000   0.50621   0.50224   0.50000 -235.78015
