       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.5000        0.0000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.49092   9.84097   8.86183  1.01510E+00  9.60684E-01  1.46635E+08  1.80217E+08  1.21755E+16  1.80217E+06 -2.97506E+15  2.66667 -99.00000   0.82595   0.80310   0.19987 -234.81306
2.02   1.51087   9.85970   8.86539  1.01703E+00  1.01966E+00  7.77502E+07  1.28220E+08 -6.37617E+15  1.22449E+06 -3.15739E+15  2.66667 -99.00000   0.61671   0.60740   0.39929 -234.88214
2.04   1.53135   9.87810   8.86790  1.00960E+00  1.02366E+00  6.28621E+07  1.26267E+08 -8.04345E+15  1.15157E+06 -3.17326E+15  2.66667 -99.00000   0.50263   0.50475   0.50000 -234.95122
2.06   1.55170   9.89624   8.86940  1.00476E+00  1.00968E+00  6.23527E+07  1.24722E+08 -3.44883E+15  1.08628E+06 -3.13248E+15  2.66667 -99.00000   0.50231   0.50237   0.50000 -235.02029
2.08   1.57168   9.91422   8.87002  1.00257E+00  9.87954E-01  6.11414E+07  1.20227E+08  4.49277E+15  1.00001E+06 -3.06491E+15  2.66667 -99.00000   0.50985   0.50128   0.50000 -235.08937
2.10   1.59126   9.93213   8.87011  1.00619E+00  9.71251E-01  5.98329E+07  1.14991E+08  1.12170E+16  9.13405E+05 -3.01015E+15  2.66667 -99.00000   0.52355   0.50307   0.50000 -235.15845
2.12   1.61074   9.95006   8.87014  1.01280E+00  9.83716E-01  3.00668E+08  3.32561E+08  6.64511E+15  2.52273E+06 -3.04517E+15  2.66667 -99.00000   0.91567   0.90126   0.10000 -235.22754
2.14   1.63073   9.96805   8.87019  1.01304E+00  1.01619E+00  6.21032E+07  1.23002E+08 -6.91812E+15  8.91069E+05 -3.14564E+15  2.66667 -99.00000   0.51148   0.50643   0.50000 -235.29662
2.16   1.65132   9.98615   8.87000  1.00418E+00  1.03498E+00  6.38954E+07  1.31253E+08 -1.56719E+16  9.08050E+05 -3.20812E+15  2.66667 -99.00000   0.48885   0.50208   0.50000 -235.36569
2.18   1.67180  10.00438   8.87117  9.94851E-01  1.00866E+00  3.14618E+08  3.50320E+08 -4.06626E+15  2.31454E+06 -3.12998E+15  2.66667 -99.00000   0.89346   0.89948   0.10000 -235.43477
2.20   1.69164  10.02274   8.87506  9.96759E-01  9.77109E-01  3.04082E+08  3.37250E+08  1.12537E+16  2.12791E+06 -3.03097E+15  2.66667 -99.00000   0.89873   0.89967   0.10000 -235.50385
