       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.3000        0.3000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.30851  11.02743   8.71420  1.09013E+00  1.04213E+00  1.94515E+08  2.13212E+08 -8.57185E+15  2.13212E+06 -2.12047E+15  3.88074 -99.00000   0.99454   0.90827   0.10000 -234.81306
2.02   1.33022  11.02825   8.74393  1.04464E+00  1.08194E+00  7.76874E+07  1.06423E+08 -1.75277E+16  1.01633E+06 -2.21018E+15  3.88074 -99.00000   0.76258   0.73930   0.27234 -234.88214
2.04   1.35216  11.02909   8.75398  1.04331E+00  1.12269E+00  4.41606E+07  9.11859E+07 -2.76031E+16  8.31625E+05 -2.30366E+15  3.88074 -99.00000   0.50527   0.52076   0.50000 -234.95122
2.06   1.37447  11.02995   8.75022  1.03543E+00  1.08367E+00  4.31792E+07  8.72996E+07 -1.98170E+16  7.60348E+05 -2.23545E+15  3.88074 -99.00000   0.51213   0.51711   0.50000 -235.02029
2.08   1.39503  11.03084   8.73823  1.02182E+00  9.73226E-01  1.96731E+08  2.16953E+08  6.64895E+15  1.80453E+06 -2.01024E+15  3.88074 -99.00000   0.92658   0.90214   0.10000 -235.08937
2.10   1.41351  11.03178   8.72073  1.03982E+00  8.72604E-01  1.72728E+08  1.87892E+08  3.30112E+16  1.49248E+06 -1.79607E+15  3.88074 -99.00000   0.95590   0.90383   0.10000 -235.15845
2.12   1.43066  11.03276   8.70007  1.05781E+00  8.79112E-01  1.16845E+08  1.31919E+08  3.25869E+16  1.00071E+06 -1.79765E+15  3.88074 -99.00000   0.93693   0.86251   0.14544 -235.22754
2.14   1.44994  11.03380   8.68206  1.06382E+00  1.07583E+00  6.56062E+07  9.36084E+07 -2.13685E+16  6.78133E+05 -2.19624E+15  3.88074 -99.00000   0.74558   0.70420   0.31468 -235.29662
2.16   1.47396  11.03487   8.67142  1.03824E+00  1.27678E+00  5.06766E+07  1.24277E+08 -8.24325E+16  8.59787E+05 -2.63073E+15  3.88074 -99.00000   0.42337   0.51842   0.50000 -235.36569
2.18   1.49836  11.03602   8.67298  9.91016E-01  1.12803E+00  4.73838E+07  1.11305E+08 -4.03340E+16  7.35382E+05 -2.34790E+15  3.88074 -99.00000   0.42189   0.49547   0.50000 -235.43477
