       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            11        0.5000        0.4000       201            2.0000        6.0000        0.0200       241           -6.0000        6.0000        0.0500

       logQ = logRho - 2*logT + 12
       -6.000000

logT   logPgas      logE      logS       chiRho         chiT           Cp           Cv      dE_dRho        dS_dT      dS_dRho      mu  log_free_e   gamma1    gamma3   grad_ad       eta
2.00   1.34950  11.15137   8.74471  1.09410E+00  8.84543E-01  1.80787E+08  1.95211E+08  2.58179E+16  1.95211E+06 -1.97798E+15  3.50577 -99.00000   1.01325   0.90860   0.10000 -234.81306
2.02   1.36975  11.15214   8.77467  1.07985E+00  1.10909E+00  7.75188E+07  1.07959E+08 -2.55593E+16  1.03100E+06 -2.48152E+15  3.50577 -99.00000   0.77538   0.72547   0.29645 -234.88214
2.04   1.39263  11.15291   8.78421  1.05143E+00  1.15264E+00  4.93826E+07  1.03164E+08 -3.76955E+16  9.40864E+05 -2.59611E+15  3.50577 -99.00000   0.50330   0.52446   0.50000 -234.95122
2.06   1.41514  11.15371   8.78085  1.02519E+00  1.08889E+00  4.81232E+07  9.98456E+07 -2.31210E+16  8.69619E+05 -2.46676E+15  3.50577 -99.00000   0.49411   0.51228   0.50000 -235.02029
2.08   1.43593  11.15454   8.76964  1.01861E+00  9.85353E-01  2.19542E+08  2.42579E+08  3.99647E+15  2.01768E+06 -2.23628E+15  3.50577 -99.00000   0.92188   0.90183   0.10000 -235.08937
2.10   1.45439  11.15541   8.75285  1.02972E+00  8.58028E-01  1.88442E+08  2.05034E+08  4.04200E+16  1.62864E+06 -1.94042E+15  3.50577 -99.00000   0.94639   0.90289   0.10000 -235.15845
2.12   1.47126  11.15632   8.73221  1.06019E+00  8.74604E-01  1.08411E+08  1.25033E+08  3.71144E+16  9.48470E+05 -1.96367E+15  3.50577 -99.00000   0.91925   0.83885   0.17085 -235.22754
2.14   1.49075  11.15727   8.71357  1.07013E+00  1.09430E+00  6.54188E+07  9.83707E+07 -2.91932E+16  7.12633E+05 -2.45408E+15  3.50577 -99.00000   0.71166   0.67242   0.35055 -235.29662
2.16   1.51493  11.15826   8.70212  1.02600E+00  1.27445E+00  5.62516E+07  1.42533E+08 -8.98236E+16  9.86085E+05 -2.88570E+15  3.50577 -99.00000   0.40492   0.51267   0.50000 -235.36569
2.18   1.53930  11.15932   8.70399  9.79372E-01  1.12533E+00  5.25607E+07  1.27148E+08 -4.33866E+16  8.40056E+05 -2.57382E+15  3.50577 -99.00000   0.40486   0.48947   0.50000 -235.43477
2.20   1.55911  11.16049   8.72484  9.73555E-01  8.45293E-01  1.98498E+08  2.17934E+08  5.60557E+16  1.37507E+06 -1.93249E+15  3.50577 -99.00000   0.88673   0.89728   0.10000 -235.50385
2.22   1.57426  11.16179   8.76311  1.02460E+00  7.28119E-01  1.60662E+08  1.72636E+08  1.02010E+17  1.04024E+06 -1.64614E+15  3.50577 -99.00000   0.95353   0.90240   0.10000 -235.57292
2.24   1.59010  11.16325   8.79669  1.08385E+00  8.91177E-01  7.16387E+07  8.89893E+07  4.23470E+16  5.12080E+05 -1.99558E+15  3.50577 -99.00000   0.87253   0.76287   0.25701 -235.64200
2.26   1.61052  11.16487   8.80643  1.08672E+00  1.12410E+00  4.63700E+07  8.84809E+07 -5.06179E+16  4.86239E+05 -2.51955E+15  3.50577 -99.00000   0.56951   0.53990   0.50000 -235.71107
2.28   1.63336  11.16668   8.79364  1.05619E+00  1.12904E+00  2.41171E+08  2.68328E+08 -5.54743E+16  1.40821E+06 -2.54722E+15  3.50577 -99.00000   0.94929   0.90532   0.10000 -235.78015
2.30   1.65493  11.16869   8.76645  1.03488E+00  1.01971E+00  2.23109E+08  2.46587E+08 -8.90327E+15  1.23586E+06 -2.30891E+15  3.50577 -99.00000   0.93635   0.90337   0.10000 -235.84923
2.32   1.67481  11.17088   8.73297  1.03848E+00  9.99424E-01  1.12722E+08  1.37316E+08  2.72386E+14  6.57234E+05 -2.26233E+15  3.50577 -99.00000   0.85248   0.81390   0.19326 -235.91830
2.34   1.69575  11.17324   8.71716  1.03941E+00  1.10600E+00  4.82783E+07  9.89025E+07 -5.26089E+16  4.52072E+05 -2.50905E+15  3.50577 -99.00000   0.50738   0.51896   0.50000 -235.98738
2.36   1.71901  11.17575   8.73088  1.01562E+00  1.19511E+00  2.68959E+08  3.04205E+08 -1.02162E+17  1.32790E+06 -2.73162E+15  3.50577 -99.00000   0.89795   0.90154   0.10000 -236.05646
2.38   1.74223  11.17840   8.75616  9.93535E-01  1.10363E+00  2.55780E+08  2.87977E+08 -5.72415E+16  1.20049E+06 -2.54126E+15  3.50577 -99.00000   0.88245   0.89935   0.10000 -236.12553
2.40   1.76261  11.18121   8.77225  9.95117E-01  9.28535E-01  2.15047E+08  2.37298E+08  4.13714E+16  9.44700E+05 -2.13997E+15  3.50577 -99.00000   0.90181   0.89951   0.10000 -236.19461
2.42   1.78034  11.18415   8.77663  1.03141E+00  8.90266E-01  5.07267E+07  7.53156E+07  6.61739E+16  2.86342E+05 -2.04110E+15  3.50577 -99.00000   0.69468   0.62176   0.39012 -236.26370
2.44   1.79953  11.18721   8.77840  1.05932E+00  1.04827E+00  1.22679E+08  1.48241E+08 -3.04207E+16  5.38231E+05 -2.39886E+15  3.50577 -99.00000   0.87666   0.82575   0.18459 -236.33278
2.46   1.82241  11.19036   8.78299  1.04168E+00  1.21394E+00  2.13185E+08  2.48143E+08 -1.42135E+17  8.60403E+05 -2.79648E+15  3.50577 -99.00000   0.89493   0.87911   0.12593 -236.40186
2.48   1.84666  11.19361   8.78850  1.00798E+00  1.18606E+00  1.17053E+08  1.61005E+08 -1.30713E+17  5.33137E+05 -2.75908E+15  3.50577 -99.00000   0.73281   0.76800   0.23385 -236.47093
2.50   1.86937  11.19696   8.79177  9.90686E-01  1.08329E+00  5.58358E+07  1.13025E+08 -6.16551E+16  3.57415E+05 -2.53579E+15  3.50577 -99.00000   0.48941   0.53727   0.45842 -236.54001
2.52   1.89035  11.20037   8.79298  1.00382E+00  1.02738E+00  4.80239E+07  9.79659E+07 -2.12691E+16  2.95852E+05 -2.41036E+15  3.50577 -99.00000   0.49208   0.50190   0.50000 -236.60909
2.54   1.91068  11.20379   8.79502  1.02720E+00  1.00627E+00  9.82518E+07  1.26492E+08 -5.10343E+15  3.64807E+05 -2.36263E+15  3.50577 -99.00000   0.79787   0.77210   0.23410 -236.67816
2.56   1.93064  11.20719   8.79926  1.05270E+00  1.00033E+00  1.21994E+08  1.46114E+08 -2.85430E+14  4.02430E+05 -2.34845E+15  3.50577 -99.00000   0.87892   0.82628   0.18287 -236.74724
2.58   1.95140  11.21052   8.80379  1.06697E+00  1.08773E+00  8.51812E+07  1.16515E+08 -7.84443E+16  3.06467E+05 -2.55811E+15  3.50577 -99.00000   0.78003   0.73620   0.28146 -236.81631
2.60   1.97434  11.21380   8.80616  1.05033E+00  1.20654E+00  5.43985E+07  1.20042E+08 -1.94687E+17  3.01532E+05 -2.85682E+15  3.50577 -99.00000   0.47597   0.52396   0.50000 -236.88539
2.62   1.99865  11.21709   8.80660  1.01499E+00  1.18561E+00  5.58671E+07  1.31581E+08 -1.85031E+17  3.15641E+05 -2.83524E+15  3.50577 -99.00000   0.43095   0.50739   0.50000 -236.95447
2.64   2.02085  11.22042   8.80772  9.93430E-01  1.02499E+00  8.08386E+07  1.18639E+08 -2.62242E+16  2.71785E+05 -2.46363E+15  3.50577 -99.00000   0.67691   0.69120   0.30677 -237.02354
2.66   2.03967  11.22384   8.81050  1.00975E+00  8.81266E-01  9.27908E+07  1.15249E+08  1.30091E+17  2.52138E+05 -2.11241E+15  3.50577 -99.00000   0.81298   0.77672   0.22546 -237.09262
2.68   2.05753  11.22740   8.81399  1.04280E+00  9.31615E-01  7.28394E+07  9.72015E+07  7.80712E+16  2.03083E+05 -2.22213E+15  3.50577 -99.00000   0.78143   0.71945   0.29255 -237.16170
2.70   2.07759  11.23111   8.81677  1.05008E+00  1.08097E+00  6.08656E+07  1.00693E+08 -9.68063E+16  2.00910E+05 -2.57873E+15  3.50577 -99.00000   0.63473   0.61577   0.40347 -237.23077
2.72   2.10001  11.23501   8.81854  1.02512E+00  1.12748E+00  5.43151E+07  1.13431E+08 -1.60486E+17  2.16139E+05 -2.70468E+15  3.50577 -99.00000   0.49087   0.52615   0.48576 -237.29987
2.74   2.12188  11.23914   8.81989  1.00004E+00  1.05113E+00  5.06460E+07  1.06739E+08 -6.76883E+16  1.94234E+05 -2.53241E+15  3.50577 -99.00000   0.47450   0.50002   0.50000 -237.36894
